Id,_labkeyurl_Id,avgKinship,birth,death,gender,geographic_origin,lsid,species
m00653,/study/mGAP/participant.view?participantId=m00653,0.001241363441320162,1989-04-15 00:00:00.000,2003-10-30 15:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00653,RHESUS MACAQUE
m00654,/study/mGAP/participant.view?participantId=m00654,0.0014796401515151515,1985-03-01 00:00:00.000,2010-11-18 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00654,RHESUS MACAQUE
m00655,/study/mGAP/participant.view?participantId=m00655,0.00025826446280991736,1986-06-25 07:00:00.000,2001-09-04 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00655,RHESUS MACAQUE
m00656,/study/mGAP/participant.view?participantId=m00656,0.0012894727638601928,1999-01-26 00:00:00.000,2007-12-12 13:05:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00656,RHESUS MACAQUE
m00657,/study/mGAP/participant.view?participantId=m00657,0.0007909349173553719,1995-03-01 00:00:00.000,2015-02-17 13:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00657,RHESUS MACAQUE
m00658,/study/mGAP/participant.view?participantId=m00658,0.0005932011880165289,1989-05-01 00:00:00.000,2008-01-18 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00658,RHESUS MACAQUE
m00659,/study/mGAP/participant.view?participantId=m00659,0.001447357093663912,1985-04-01 00:00:00.000,2003-05-09 14:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00659,RHESUS MACAQUE
m00660,/study/mGAP/participant.view?participantId=m00660,0.0022947873622589533,1999-03-15 00:00:00.000,2008-12-10 11:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00660,RHESUS MACAQUE
m00661,/study/mGAP/participant.view?participantId=m00661,0.0006994662534435262,1996-04-01 00:00:00.000,2006-09-22 11:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00661,RHESUS MACAQUE
m00662,/study/mGAP/participant.view?participantId=m00662,0.0016988959194214877,1994-06-24 07:30:00.000,2008-08-13 16:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00662,RHESUS MACAQUE
m00663,/study/mGAP/participant.view?participantId=m00663,0.0013236053719008264,1991-10-27 07:00:00.000,2008-07-11 11:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00663,RHESUS MACAQUE
m00664,/study/mGAP/participant.view?participantId=m00664,0.00027474227358815427,1986-07-01 00:00:00.000,2014-05-12 11:45:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00664,RHESUS MACAQUE
m00665,/study/mGAP/participant.view?participantId=m00665,0.0028720151622761707,2001-04-01 10:00:00.000,2006-09-19 16:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00665,RHESUS MACAQUE
m00666,/study/mGAP/participant.view?participantId=m00666,0.0005245996900826446,1993-08-20 00:00:00.000,2010-03-01 11:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00666,RHESUS MACAQUE
m00667,/study/mGAP/participant.view?participantId=m00667,0.0006160683539944904,1987-04-13 11:30:00.000,2007-06-05 20:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00667,RHESUS MACAQUE
m00668,/study/mGAP/participant.view?participantId=m00668,0.0008877840909090909,1999-04-28 10:45:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00668,RHESUS MACAQUE
m00669,/study/mGAP/participant.view?participantId=m00669,0.0007748774588929063,2001-04-01 00:00:00.000,2011-01-13 13:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00669,RHESUS MACAQUE
m00670,/study/mGAP/participant.view?participantId=m00670,0.0007640323691460055,1994-09-11 07:30:00.000,2007-08-17 08:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00670,RHESUS MACAQUE
m00671,/study/mGAP/participant.view?participantId=m00671,8.608815426997245e-05,1992-06-01 00:00:00.000,2010-09-07 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00671,RHESUS MACAQUE
m00672,/study/mGAP/participant.view?participantId=m00672,0.002600467566287879,2002-06-03 07:00:00.000,2015-06-19 14:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00672,RHESUS MACAQUE
m00673,/study/mGAP/participant.view?participantId=m00673,0.0012644197658402204,1998-04-10 00:00:00.000,2010-02-02 15:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00673,RHESUS MACAQUE
m00674,/study/mGAP/participant.view?participantId=m00674,0.001393551997245179,1992-01-20 00:00:00.000,2012-12-14 08:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00674,RHESUS MACAQUE
m00675,/study/mGAP/participant.view?participantId=m00675,0.0003013085399449036,1990-04-04 00:00:00.000,2007-03-29 14:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00675,RHESUS MACAQUE
m00676,/study/mGAP/participant.view?participantId=m00676,0.0011951457042011018,2004-02-01 00:00:00.000,2019-04-29 13:36:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00676,RHESUS MACAQUE
m00677,/study/mGAP/participant.view?participantId=m00677,0.0014238173639807162,2002-05-20 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00677,RHESUS MACAQUE
m00678,/study/mGAP/participant.view?participantId=m00678,0.002135495293879741,2004-01-15 00:00:00.000,2019-08-09 09:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00678,RHESUS MACAQUE
m00679,/study/mGAP/participant.view?participantId=m00679,0.0021182393896349862,2004-01-15 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00679,RHESUS MACAQUE
m00680,/study/mGAP/participant.view?participantId=m00680,0.0022060089531680442,2002-03-25 00:00:00.000,2018-09-13 14:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00680,RHESUS MACAQUE
m00681,/study/mGAP/participant.view?participantId=m00681,0.003994261266114627,2002-03-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00681,RHESUS MACAQUE
m00682,/study/mGAP/participant.view?participantId=m00682,0.0004519628099173554,1995-04-01 00:00:00.000,2012-07-18 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00682,RHESUS MACAQUE
m00683,/study/mGAP/participant.view?participantId=m00683,0.0009671466081267217,1990-06-15 00:00:00.000,2004-10-07 10:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00683,RHESUS MACAQUE
m00684,/study/mGAP/participant.view?participantId=m00684,0.00038739669421487604,1989-04-01 00:00:00.000,2005-04-08 11:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00684,RHESUS MACAQUE
m00685,/study/mGAP/participant.view?participantId=m00685,0.0002690254820936639,1988-04-01 00:00:00.000,2004-02-10 10:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00685,RHESUS MACAQUE
m00686,/study/mGAP/participant.view?participantId=m00686,0.0001721763085399449,1978-07-24 00:00:00.000,2002-06-10 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00686,RHESUS MACAQUE
m00687,/study/mGAP/participant.view?participantId=m00687,0.000659869065297865,2012-05-25 07:00:00.000,2018-04-25 11:45:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00687,RHESUS MACAQUE
m00688,/study/mGAP/participant.view?participantId=m00688,0.0008995539557506888,2012-03-06 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00688,RHESUS MACAQUE
m00689,/study/mGAP/participant.view?participantId=m00689,0.0015941441223312673,2004-02-01 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00689,RHESUS MACAQUE
m00690,/study/mGAP/participant.view?participantId=m00690,0.0011453759900137742,2005-02-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00690,RHESUS MACAQUE
m00691,/study/mGAP/participant.view?participantId=m00691,0.0006491080460141184,2012-06-11 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00691,RHESUS MACAQUE
m00692,/study/mGAP/participant.view?participantId=m00692,0.0009036313732136708,2012-08-16 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00692,RHESUS MACAQUE
m00693,/study/mGAP/participant.view?participantId=m00693,0.0011104026773415979,2012-06-03 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00693,RHESUS MACAQUE
m00694,/study/mGAP/participant.view?participantId=m00694,0.001503437346991757,2012-05-28 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00694,RHESUS MACAQUE
m00695,/study/mGAP/participant.view?participantId=m00695,0.00031593680053374656,2012-05-11 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00695,RHESUS MACAQUE
m00696,/study/mGAP/participant.view?participantId=m00696,0.0006872340010545799,2012-03-11 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00696,RHESUS MACAQUE
m00697,/study/mGAP/participant.view?participantId=m00697,0.0005392279506714876,2012-04-19 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00697,RHESUS MACAQUE
m00698,/study/mGAP/participant.view?participantId=m00698,0.0010209517045454545,2005-03-27 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00698,RHESUS MACAQUE
m00699,/study/mGAP/participant.view?participantId=m00699,0.0018831783746556473,2002-02-25 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00699,RHESUS MACAQUE
m00700,/study/mGAP/participant.view?participantId=m00700,0.0016889756047692838,2008-03-15 00:00:00.000,2016-10-05 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00700,RHESUS MACAQUE
m00701,/study/mGAP/participant.view?participantId=m00701,0.0011638714919077135,1999-08-20 10:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00701,RHESUS MACAQUE
m00702,/study/mGAP/participant.view?participantId=m00702,0.0013612689393939395,2005-10-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00702,RHESUS MACAQUE
m00703,/study/mGAP/participant.view?participantId=m00703,0.0007378023846418732,2008-04-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00703,RHESUS MACAQUE
m00704,/study/mGAP/participant.view?participantId=m00704,6.456611570247934e-05,1979-05-08 00:00:00.000,2010-02-12 10:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00704,RHESUS MACAQUE
m00705,/study/mGAP/participant.view?participantId=m00705,0.00019369834710743802,1985-02-01 00:00:00.000,2007-05-09 09:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00705,RHESUS MACAQUE
m00706,/study/mGAP/participant.view?participantId=m00706,0.0004710124615581753,2012-04-28 07:00:00.000,2019-08-16 09:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00706,RHESUS MACAQUE
m00707,/study/mGAP/participant.view?participantId=m00707,0.0004902989411157025,2012-04-28 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00707,RHESUS MACAQUE
m00708,/study/mGAP/participant.view?participantId=m00708,0.0004628919701274105,2012-04-28 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00708,RHESUS MACAQUE
m00709,/study/mGAP/participant.view?participantId=m00709,0.00041967926729281457,2012-06-30 07:00:00.000,2019-07-02 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00709,RHESUS MACAQUE
m00710,/study/mGAP/participant.view?participantId=m00710,0.0008440674500688705,2012-05-11 07:00:00.000,2019-03-05 14:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00710,RHESUS MACAQUE
m00711,/study/mGAP/participant.view?participantId=m00711,0.0005310778126601743,2012-06-24 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00711,RHESUS MACAQUE
m00712,/study/mGAP/participant.view?participantId=m00712,0.0013876670648243802,2012-01-28 07:00:00.000,2018-02-16 10:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00712,RHESUS MACAQUE
m00713,/study/mGAP/participant.view?participantId=m00713,0.00017015861742424244,2012-02-19 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00713,RHESUS MACAQUE
m00714,/study/mGAP/participant.view?participantId=m00714,0.0004492725550964187,2012-04-03 07:00:00.000,2016-12-12 13:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00714,RHESUS MACAQUE
m00715,/study/mGAP/participant.view?participantId=m00715,0.0005972365702479338,2012-04-24 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00715,RHESUS MACAQUE
m00716,/study/mGAP/participant.view?participantId=m00716,0.0007805942503873967,2012-04-01 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00716,RHESUS MACAQUE
m00717,/study/mGAP/participant.view?participantId=m00717,0.0005970684293216253,2012-06-07 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00717,RHESUS MACAQUE
m00718,/study/mGAP/participant.view?participantId=m00718,0.00038079716285726586,2012-04-21 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00718,RHESUS MACAQUE
m00719,/study/mGAP/participant.view?participantId=m00719,0.0006796676593706956,2012-06-24 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00719,RHESUS MACAQUE
m00720,/study/mGAP/participant.view?participantId=m00720,0.0007089662157799587,2012-04-28 07:00:00.000,2017-12-22 18:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00720,RHESUS MACAQUE
m00721,/study/mGAP/participant.view?participantId=m00721,0.0010860222430268596,2012-04-15 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00721,RHESUS MACAQUE
m00722,/study/mGAP/participant.view?participantId=m00722,0.0006850061337809918,2008-04-12 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00722,RHESUS MACAQUE
m00723,/study/mGAP/participant.view?participantId=m00723,0.0008960229962982094,2008-05-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00723,RHESUS MACAQUE
m00724,/study/mGAP/participant.view?participantId=m00724,0.00011030044765840221,1992-04-01 00:00:00.000,2009-11-20 13:15:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00724,RHESUS MACAQUE
m00725,/study/mGAP/participant.view?participantId=m00725,0.001895274012541968,2009-07-17 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00725,RHESUS MACAQUE
m00726,/study/mGAP/participant.view?participantId=m00726,0.0005114846978305785,2010-03-23 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00726,RHESUS MACAQUE
m00727,/study/mGAP/participant.view?participantId=m00727,0.0003793259297520661,2008-02-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00727,RHESUS MACAQUE
m00728,/study/mGAP/participant.view?participantId=m00728,0.0001721763085399449,1985-04-01 00:00:00.000,2005-03-22 13:15:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00728,RHESUS MACAQUE
m00729,/study/mGAP/participant.view?participantId=m00729,0.001764428845450241,2000-06-03 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00729,RHESUS MACAQUE
m00730,/study/mGAP/participant.view?participantId=m00730,0.0014372686380853994,1996-06-19 07:30:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00730,RHESUS MACAQUE
m00731,/study/mGAP/participant.view?participantId=m00731,0.0018508953168044078,1988-06-01 00:00:00.000,,f,,urn:lsid:labkey.com:Study.Data-5:1000.m00731,RHESUS MACAQUE
m00732,/study/mGAP/participant.view?participantId=m00732,0.00039950284090909093,2011-04-12 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00732,RHESUS MACAQUE
m00733,/study/mGAP/participant.view?participantId=m00733,0.0007102272727272727,1981-03-01 00:00:00.000,2003-01-10 11:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00733,RHESUS MACAQUE
m00734,/study/mGAP/participant.view?participantId=m00734,1.8831783746556474e-05,1981-06-01 00:00:00.000,2003-05-20 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00734,RHESUS MACAQUE
m00735,/study/mGAP/participant.view?participantId=m00735,0.001306959420196281,2011-01-10 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00735,RHESUS MACAQUE
m00736,/study/mGAP/participant.view?participantId=m00736,0.0016064945988090243,2011-04-02 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00736,RHESUS MACAQUE
m00737,/study/mGAP/participant.view?participantId=m00737,0.0011475532254092452,2010-05-29 00:00:00.000,2019-09-12 11:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00737,RHESUS MACAQUE
m00738,/study/mGAP/participant.view?participantId=m00738,0.0012122120082214188,2011-06-03 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00738,RHESUS MACAQUE
m00739,/study/mGAP/participant.view?participantId=m00739,0.00021522038567493114,1990-02-15 00:00:00.000,2006-07-20 08:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00739,RHESUS MACAQUE
m00740,/study/mGAP/participant.view?participantId=m00740,8.608815426997245e-05,1990-07-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00740,RHESUS MACAQUE
m00741,/study/mGAP/participant.view?participantId=m00741,0.0010455002797865015,2008-03-15 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00741,RHESUS MACAQUE
m00742,/study/mGAP/participant.view?participantId=m00742,0.002811053567681431,2007-05-15 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00742,RHESUS MACAQUE
m00743,/study/mGAP/participant.view?participantId=m00743,0.0006395240132145317,2009-04-29 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00743,RHESUS MACAQUE
m00744,/study/mGAP/participant.view?participantId=m00744,0.0,1981-04-01 00:00:00.000,2010-12-01 11:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00744,RHESUS MACAQUE
m00745,/study/mGAP/participant.view?participantId=m00745,0.0005788798212455151,2005-07-01 00:00:00.000,2019-08-08 14:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00745,RHESUS MACAQUE
m00746,/study/mGAP/participant.view?participantId=m00746,0.0009419254691804407,2005-03-15 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00746,RHESUS MACAQUE
m00747,/study/mGAP/participant.view?participantId=m00747,0.0007428466124311295,2007-08-01 00:00:00.000,2018-05-01 10:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00747,RHESUS MACAQUE
m00748,/study/mGAP/participant.view?participantId=m00748,0.0011648803374655647,2006-05-01 00:00:00.000,2018-07-30 08:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00748,RHESUS MACAQUE
m00749,/study/mGAP/participant.view?participantId=m00749,0.002520768767217631,1998-04-01 00:00:00.000,2016-10-05 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00749,RHESUS MACAQUE
m00750,/study/mGAP/participant.view?participantId=m00750,0.0029431387741046832,2001-04-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00750,RHESUS MACAQUE
m00751,/study/mGAP/participant.view?participantId=m00751,0.0018862049113292012,2004-06-08 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00751,RHESUS MACAQUE
m00752,/study/mGAP/participant.view?participantId=m00752,0.00011837121212121212,1986-03-01 00:00:00.000,2004-08-16 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00752,RHESUS MACAQUE
m00753,/study/mGAP/participant.view?participantId=m00753,0.0008558417085427135,2006-07-01 00:00:00.000,2019-10-10 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00753,RHESUS MACAQUE
m00754,/study/mGAP/participant.view?participantId=m00754,0.0015706043926480716,2006-06-01 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00754,RHESUS MACAQUE
m00755,/study/mGAP/participant.view?participantId=m00755,0.0013693397038567494,2006-02-01 00:00:00.000,2018-08-23 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00755,RHESUS MACAQUE
m00756,/study/mGAP/participant.view?participantId=m00756,0.00566262909860322,1998-05-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00756,RHESUS MACAQUE
m00758,/study/mGAP/participant.view?participantId=m00758,0.002994495318284048,2006-07-15 00:00:00.000,2017-12-13 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00758,RHESUS MACAQUE
m00759,/study/mGAP/participant.view?participantId=m00759,0.0001721763085399449,1997-06-06 07:30:00.000,2012-03-07 12:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00759,RHESUS MACAQUE
m00760,/study/mGAP/participant.view?participantId=m00760,0.0006967759986225895,2006-09-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00760,RHESUS MACAQUE
m00761,/study/mGAP/participant.view?participantId=m00761,0.000762014678030303,2006-06-15 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00761,RHESUS MACAQUE
m00762,/study/mGAP/participant.view?participantId=m00762,0.0012745082214187327,2000-05-01 00:00:00.000,2018-01-17 14:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00762,RHESUS MACAQUE
m00763,/study/mGAP/participant.view?participantId=m00763,0.000559573002754821,2004-11-01 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00763,RHESUS MACAQUE
m00764,/study/mGAP/participant.view?participantId=m00764,0.0011461326241821626,2005-05-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00764,RHESUS MACAQUE
m00765,/study/mGAP/participant.view?participantId=m00765,0.004256403479037534,1995-06-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00765,RHESUS MACAQUE
m00766,/study/mGAP/participant.view?participantId=m00766,0.001834753787878788,2003-01-15 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00766,RHESUS MACAQUE
m00767,/study/mGAP/participant.view?participantId=m00767,0.0008669346160468319,1993-04-01 00:00:00.000,2015-11-17 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00767,RHESUS MACAQUE
m00768,/study/mGAP/participant.view?participantId=m00768,0.00020849474862258952,1993-04-01 00:00:00.000,2014-02-27 11:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00768,RHESUS MACAQUE
m00769,/study/mGAP/participant.view?participantId=m00769,0.0019924699767561982,2003-04-01 00:00:00.000,2017-10-06 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00769,RHESUS MACAQUE
m00770,/study/mGAP/participant.view?participantId=m00770,0.0022302212465564737,2002-03-25 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00770,RHESUS MACAQUE
m00771,/study/mGAP/participant.view?participantId=m00771,0.00045061768250688705,1994-04-15 00:00:00.000,2012-10-26 10:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00771,RHESUS MACAQUE
m00772,/study/mGAP/participant.view?participantId=m00772,0.0019181516873278237,1987-06-01 00:00:00.000,2008-04-02 13:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00772,RHESUS MACAQUE
m00773,/study/mGAP/participant.view?participantId=m00773,0.0003880692579201102,1991-05-25 00:00:00.000,2008-02-15 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00773,RHESUS MACAQUE
m00774,/study/mGAP/participant.view?participantId=m00774,0.0,1979-12-01 00:00:00.000,2007-12-11 13:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00774,RHESUS MACAQUE
m00775,/study/mGAP/participant.view?participantId=m00775,0.0021522038567493114,1990-02-22 00:00:00.000,2007-01-07 08:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00775,RHESUS MACAQUE
m00776,/study/mGAP/participant.view?participantId=m00776,0.0015388257575757575,1988-02-01 00:00:00.000,2008-06-16 09:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00776,RHESUS MACAQUE
m00777,/study/mGAP/participant.view?participantId=m00777,0.000909306129476584,1986-04-01 00:00:00.000,2006-03-09 12:40:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00777,RHESUS MACAQUE
m00778,/study/mGAP/participant.view?participantId=m00778,0.0017446302513774105,1987-06-15 00:00:00.000,2001-10-02 10:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00778,RHESUS MACAQUE
m00779,/study/mGAP/participant.view?participantId=m00779,0.0013259173096375689,1987-07-01 00:00:00.000,2005-01-28 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00779,RHESUS MACAQUE
m00780,/study/mGAP/participant.view?participantId=m00780,0.0,1980-06-01 00:00:00.000,2004-11-07 17:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00780,RHESUS MACAQUE
m00781,/study/mGAP/participant.view?participantId=m00781,0.0,1988-05-01 00:00:00.000,2005-08-10 15:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00781,RHESUS MACAQUE
m00782,/study/mGAP/participant.view?participantId=m00782,0.0,1976-02-01 00:00:00.000,2004-07-07 10:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00782,RHESUS MACAQUE
m00783,/study/mGAP/participant.view?participantId=m00783,0.0,1976-10-15 13:00:00.000,2003-08-26 14:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00783,RHESUS MACAQUE
m00784,/study/mGAP/participant.view?participantId=m00784,0.0016897322389376722,1990-05-01 00:00:00.000,2003-07-17 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00784,RHESUS MACAQUE
m00785,/study/mGAP/participant.view?participantId=m00785,0.0006887052341597796,1987-06-01 00:00:00.000,2003-05-05 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00785,RHESUS MACAQUE
m00786,/study/mGAP/participant.view?participantId=m00786,0.00043044077134986227,1985-04-01 00:00:00.000,2003-04-10 10:45:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00786,RHESUS MACAQUE
m00787,/study/mGAP/participant.view?participantId=m00787,0.0,,2002-10-29 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00787,RHESUS MACAQUE
m00788,/study/mGAP/participant.view?participantId=m00788,0.0007559616046831956,1981-03-01 10:00:00.000,2002-07-24 13:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00788,RHESUS MACAQUE
m00789,/study/mGAP/participant.view?participantId=m00789,0.0,,2002-02-06 07:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00789,RHESUS MACAQUE
