mgapId,mgapId/gender,mgapId/geographic_origin,mgapId/species,rowid,sequenceType,sraAccession,totalReads
m00460,f,India,RHESUS MACAQUE,865233,Whole Genome: Deep Coverage,SRR6206160,290576846
m00460,f,India,RHESUS MACAQUE,865234,GBS,SRR7808818,4469791
m00461,f,India,RHESUS MACAQUE,865235,GBS,SRR7808819,6347884
m00461,f,India,RHESUS MACAQUE,865236,Whole Genome: Deep Coverage,SRR6206153,338528685
m00462,f,India,RHESUS MACAQUE,865237,Whole Genome: Deep Coverage,SRR6206154,339976903
m00462,f,India,RHESUS MACAQUE,865238,GBS,SRR7808768,5702791
m00463,f,India,RHESUS MACAQUE,865239,Whole Genome: Deep Coverage,SRR6206196,368884570
m00464,f,India,RHESUS MACAQUE,865240,Whole Genome: Deep Coverage,SRR6206197,341302392
m00465,f,India,RHESUS MACAQUE,865241,Whole Genome: Deep Coverage,SRR6206157,304785960
m00465,f,India,RHESUS MACAQUE,865242,GBS,SRR7808771,6069967
m00466,f,India,RHESUS MACAQUE,865243,GBS,SRR7808781,5577029
m00466,f,India,RHESUS MACAQUE,865244,Whole Genome: Deep Coverage,SRR6206158,355591551
m00467,f,India,RHESUS MACAQUE,865245,Whole Genome: Deep Coverage,SRR6206155,349436688
m00467,f,India,RHESUS MACAQUE,865246,GBS,SRR7808770,4539264
m00468,f,India,RHESUS MACAQUE,865247,GBS,SRR7808780,4614826
m00468,f,India,RHESUS MACAQUE,865248,Whole Genome: Deep Coverage,SRR6206156,304767220
m00469,f,India,RHESUS MACAQUE,865249,Whole Genome: Deep Coverage,SRR6206184,293032602
m00469,f,India,RHESUS MACAQUE,865250,GBS,SRR7808773,6946964
m00470,f,India,RHESUS MACAQUE,865251,GBS,SRR7808815,5765878
m00470,f,India,RHESUS MACAQUE,865252,Whole Genome: Deep Coverage,SRR6206185,379080315
m00471,f,India,RHESUS MACAQUE,865253,Whole Genome: Deep Coverage,SRR6206173,292687469
m00471,f,India,RHESUS MACAQUE,865254,GBS,SRR7808820,8666653
m00472,m,India,RHESUS MACAQUE,865255,GBS,SRR7808821,6153364
m00472,m,India,RHESUS MACAQUE,865256,Whole Genome: Deep Coverage,SRR6206172,283084822
m00473,f,India,RHESUS MACAQUE,865257,Whole Genome: Deep Coverage,SRR6206171,343686087
m00473,f,India,RHESUS MACAQUE,865258,GBS,SRR7808779,4825956
m00474,f,India,RHESUS MACAQUE,865259,GBS,SRR7808772,4484580
m00474,f,India,RHESUS MACAQUE,865260,Whole Genome: Deep Coverage,SRR6206170,279463228
m00475,m,India,RHESUS MACAQUE,865261,Whole Genome: Deep Coverage,SRR6206169,299593019
m00475,m,India,RHESUS MACAQUE,865262,GBS,SRR7808775,3791899
m00476,m,India,RHESUS MACAQUE,865263,GBS,SRR6166547,7609564
m00477,m,India,RHESUS MACAQUE,865264,GBS,SRR6166550,7278286
m00478,f,India,RHESUS MACAQUE,865265,GBS,SRR6166549,6299867
m00479,m,India,RHESUS MACAQUE,865266,GBS,SRR6166552,7123621
m00480,f,India,RHESUS MACAQUE,865267,GBS,SRR6166551,6999163
m00481,f,India,RHESUS MACAQUE,865268,GBS,SRR6166556,5047876
m00481,f,India,RHESUS MACAQUE,865269,Whole Genome: Deep Coverage,SRR7865668,296290798
m00482,f,India,RHESUS MACAQUE,865270,Whole Genome: Deep Coverage,SRR7865718,327609907
m00482,f,India,RHESUS MACAQUE,865271,GBS,SRR6166555,6891379
m00483,f,India,RHESUS MACAQUE,865272,GBS,SRR6166542,6233856
m00483,f,India,RHESUS MACAQUE,865273,Whole Genome: Deep Coverage,SRR7865702,321402309
m00484,f,India,RHESUS MACAQUE,865274,Whole Genome: Deep Coverage,SRR7865703,326899623
m00484,f,India,RHESUS MACAQUE,865275,GBS,SRR6166541,5696813
m00485,f,India,RHESUS MACAQUE,865276,GBS,SRR6166540,6852900
m00485,f,India,RHESUS MACAQUE,865277,Whole Genome: Deep Coverage,SRR7865700,304210306
m00486,f,India,RHESUS MACAQUE,865278,Whole Genome: Deep Coverage,SRR7865701,292578469
m00486,f,India,RHESUS MACAQUE,865279,GBS,SRR6166539,6818673
m00487,f,India,RHESUS MACAQUE,865280,GBS,SRR6166546,8120254
m00487,f,India,RHESUS MACAQUE,865281,Whole Genome: Deep Coverage,SRR7865706,333731922
m00488,f,Hybrid (China / India),RHESUS MACAQUE,865282,Whole Genome: Deep Coverage,SRR7865707,348971740
m00488,f,Hybrid (China / India),RHESUS MACAQUE,865283,GBS,SRR6166545,7989080
m00489,m,India,RHESUS MACAQUE,865284,GBS,SRR6166544,5460108
m00490,f,India,RHESUS MACAQUE,865285,GBS,SRR6166543,7348189
m00491,m,India,RHESUS MACAQUE,865286,GBS,SRR6166538,6122448
m00492,f,India,RHESUS MACAQUE,865287,GBS,SRR6166537,5276262
m00493,f,India,RHESUS MACAQUE,865288,GBS,SRR6166579,6812274
m00494,f,India,RHESUS MACAQUE,865289,GBS,SRR6166580,6443431
m00495,m,India,RHESUS MACAQUE,865290,GBS,SRR6166577,6783837
m00496,f,India,RHESUS MACAQUE,865291,GBS,SRR6166578,6424558
m00497,f,India,RHESUS MACAQUE,865292,GBS,SRR6166583,4507952
m00498,f,India,RHESUS MACAQUE,865293,GBS,SRR6166584,6425687
m00499,m,India,RHESUS MACAQUE,865294,GBS,SRR6166581,5646677
m00500,m,India,RHESUS MACAQUE,865295,GBS,SRR6166582,5575357
m00501,m,India,RHESUS MACAQUE,865296,GBS,SRR6166585,6495120
m00502,m,India,RHESUS MACAQUE,865297,GBS,SRR6166586,6261810
m00503,m,India,RHESUS MACAQUE,865298,GBS,SRR6166558,7144808
m00504,f,India,RHESUS MACAQUE,865299,GBS,SRR6166557,6633499
m00505,f,India,RHESUS MACAQUE,865300,GBS,SRR6166560,3785742
m00506,m,India,RHESUS MACAQUE,865301,GBS,SRR6166559,6010235
m00507,f,India,RHESUS MACAQUE,865302,GBS,SRR6166562,5937231
m00508,f,India,RHESUS MACAQUE,865303,GBS,SRR6166561,5685842
m00509,f,India,RHESUS MACAQUE,865304,GBS,SRR6166564,5788843
m00510,f,India,RHESUS MACAQUE,865305,GBS,SRR6166563,7159616
m00511,f,India,RHESUS MACAQUE,865306,GBS,SRR6166566,6260460
m00512,f,India,RHESUS MACAQUE,865307,GBS,SRR6166565,7253868
m00513,f,India,RHESUS MACAQUE,865308,GBS,SRR6166587,4940054
m00514,f,India,RHESUS MACAQUE,865309,GBS,SRR6166588,6856820
m00515,f,India,RHESUS MACAQUE,865310,GBS,SRR6166589,5861896
m00516,f,India,RHESUS MACAQUE,865311,GBS,SRR6166590,6682083
m00517,f,India,RHESUS MACAQUE,865312,GBS,SRR6166591,7711648
m00518,m,India,RHESUS MACAQUE,865313,GBS,SRR6166592,5949309
m00519,f,India,RHESUS MACAQUE,865314,GBS,SRR6166593,6659340
m00520,f,India,RHESUS MACAQUE,865315,GBS,SRR6166594,6104372
m00521,f,India,RHESUS MACAQUE,865316,GBS,SRR6166595,6320204
m00522,m,India,RHESUS MACAQUE,865317,GBS,SRR6166596,6800330
m00523,f,India,RHESUS MACAQUE,865318,GBS,SRR6166574,6944117
m00524,f,India,RHESUS MACAQUE,865319,GBS,SRR6166573,6449478
m00525,f,India,RHESUS MACAQUE,865320,GBS,SRR6166572,7283101
m00526,f,India,RHESUS MACAQUE,865321,GBS,SRR6166571,6509708
m00527,f,India,RHESUS MACAQUE,865322,GBS,SRR6166570,7923088
m00528,f,India,RHESUS MACAQUE,865323,GBS,SRR6166569,8023001
m00529,f,India,RHESUS MACAQUE,865324,GBS,SRR6166568,5415791
m00530,f,India,RHESUS MACAQUE,865325,GBS,SRR6166567,5381539
m00531,f,India,RHESUS MACAQUE,865326,GBS,SRR6166576,7169123
m00532,m,India,RHESUS MACAQUE,865327,GBS,SRR6166575,5332303
m00533,f,India,RHESUS MACAQUE,865328,GBS,SRR6166525,3382295
m00533,f,India,RHESUS MACAQUE,865329,GBS,SRR7808778,4176348
m00534,f,India,RHESUS MACAQUE,865330,GBS,SRR6166526,6200938
m00535,f,India,RHESUS MACAQUE,865331,GBS,SRR6166523,6991083
m00535,f,India,RHESUS MACAQUE,865332,Whole Genome: Deep Coverage,SRR7865717,358883763
m00536,f,India,RHESUS MACAQUE,865333,GBS,SRR6166524,6598635
m00537,f,India,RHESUS MACAQUE,865334,GBS,SRR6166521,6452250
m00538,f,India,RHESUS MACAQUE,865335,GBS,SRR6166522,6458222
m00539,f,India,RHESUS MACAQUE,865336,GBS,SRR6166519,6056316
m00540,f,India,RHESUS MACAQUE,865337,GBS,SRR6166520,5835564
m00541,f,India,RHESUS MACAQUE,865338,GBS,SRR6166517,8103733
m00542,f,India,RHESUS MACAQUE,865339,GBS,SRR6166518,5731013
m00543,f,India,RHESUS MACAQUE,865340,GBS,SRR6166508,6488690
m00544,f,India,RHESUS MACAQUE,865341,GBS,SRR6166507,7387358
m00545,f,India,RHESUS MACAQUE,865342,GBS,SRR6166510,5685491
m00546,f,India,RHESUS MACAQUE,865343,GBS,SRR6166509,5221696
m00547,f,India,RHESUS MACAQUE,865344,GBS,SRR6166504,5616670
m00548,f,India,RHESUS MACAQUE,865345,GBS,SRR6166503,6076957
m00549,f,India,RHESUS MACAQUE,865346,GBS,SRR6166506,5627429
m00550,f,India,RHESUS MACAQUE,865347,GBS,SRR6166505,4931940
m00551,f,India,RHESUS MACAQUE,865348,GBS,SRR6166502,6246559
m00552,f,INDIA,RHESUS MACAQUE,865349,GBS,SRR6166501,4525004
m00553,f,INDIA,RHESUS MACAQUE,865350,GBS,SRR6166533,5464294
m00554,m,India,RHESUS MACAQUE,865351,GBS,SRR6166534,5580970
m00555,f,India,RHESUS MACAQUE,865352,GBS,SRR6166535,7493055
m00556,f,India,RHESUS MACAQUE,865353,GBS,SRR6166536,5027328
m00557,f,India,RHESUS MACAQUE,865354,GBS,SRR6166529,5510052
m00558,f,India,RHESUS MACAQUE,865355,GBS,SRR6166530,4764525
m00559,f,India,RHESUS MACAQUE,865356,GBS,SRR6166531,6849394
m00560,f,India,RHESUS MACAQUE,865357,GBS,SRR6166532,8035056
m00561,m,India,RHESUS MACAQUE,865358,GBS,SRR6166527,5830624
m00562,f,India,RHESUS MACAQUE,865359,GBS,SRR6166528,5210088
m00563,m,India,RHESUS MACAQUE,865360,GBS,SRR6166514,641768
m00564,f,India,RHESUS MACAQUE,865361,GBS,SRR6166513,4666549
m00565,m,India,RHESUS MACAQUE,865362,GBS,SRR6166512,6069758
m00566,m,India,RHESUS MACAQUE,865363,GBS,SRR6166511,4294595
m00567,f,India,RHESUS MACAQUE,865364,GBS,SRR6166516,5479351
m00568,f,India,RHESUS MACAQUE,865365,GBS,SRR6166515,5708459
m00569,m,India,RHESUS MACAQUE,865366,Whole Genome: Deep Coverage,SRR7827150,295314017
m00570,m,India,RHESUS MACAQUE,865367,Whole Genome: Deep Coverage,SRR7827149,342967423
m00571,f,India,RHESUS MACAQUE,865368,Whole Genome: Deep Coverage,SRR7827148,362033362
m00572,f,India,RHESUS MACAQUE,865369,Whole Genome: Deep Coverage,SRR7865669,325914440
m00572,f,India,RHESUS MACAQUE,865370,GBS,SRR7809819,5352362
m00573,f,India,RHESUS MACAQUE,865371,Whole Genome: Deep Coverage,SRR7865789,306194233
m00573,f,India,RHESUS MACAQUE,865372,GBS,SRR7809956,7720388
m00574,f,India,RHESUS MACAQUE,865373,GBS,SRR7809795,6495493
m00574,f,India,RHESUS MACAQUE,865374,Whole Genome: Deep Coverage,SRR7865788,324459704
m00575,f,India,RHESUS MACAQUE,865375,Whole Genome: Deep Coverage,SRR7865787,901908064
m00575,f,India,RHESUS MACAQUE,865376,GBS,SRR7809967,5943890
m00576,f,India,RHESUS MACAQUE,865377,GBS,SRR7809800,7537215
m00576,f,India,RHESUS MACAQUE,865378,Whole Genome: Deep Coverage,SRR7865786,312595163
m00577,m,India,RHESUS MACAQUE,865379,Whole Genome: Deep Coverage,SRR7865793,281329147
m00577,m,India,RHESUS MACAQUE,865380,GBS,SRR7809836,5193200
m00578,f,India,RHESUS MACAQUE,865381,Whole Genome: Deep Coverage,SRR7865792,302745534
m00578,f,India,RHESUS MACAQUE,865382,GBS,SRR7808691,7946076
m00579,f,India,RHESUS MACAQUE,865383,Whole Genome: Deep Coverage,SRR7865791,286953021
m00579,f,India,RHESUS MACAQUE,865384,GBS,SRR7809968,7102523
m00580,m,India,RHESUS MACAQUE,865385,Whole Genome: Deep Coverage,SRR7827147,279937206
m00581,f,India,RHESUS MACAQUE,865386,Whole Genome: Deep Coverage,SRR7865790,336748008
m00581,f,India,RHESUS MACAQUE,865387,GBS,SRR7809820,4362585
m00582,m,India,RHESUS MACAQUE,865388,Whole Genome: Deep Coverage,SRR7827154,282987575
m00583,f,India,RHESUS MACAQUE,865389,Whole Genome: Deep Coverage,SRR7865795,312873127
m00583,f,India,RHESUS MACAQUE,865390,GBS,SRR7808482,4330238
m00584,f,India,RHESUS MACAQUE,865391,Whole Genome: Deep Coverage,SRR7865794,310271769
m00584,f,India,RHESUS MACAQUE,865392,GBS,SRR7809964,5859428
m00585,f,India,RHESUS MACAQUE,865393,GBS,SRR7809991,7212931
m00585,f,India,RHESUS MACAQUE,865394,Whole Genome: Deep Coverage,SRR7865784,301035833
m00586,m,India,RHESUS MACAQUE,865395,Whole Genome: Deep Coverage,SRR7827153,315183896
m00587,f,India,RHESUS MACAQUE,865396,Whole Genome: Deep Coverage,SRR7865785,290317922
m00587,f,India,RHESUS MACAQUE,865397,GBS,SRR7809817,6235910
m00588,m,India,RHESUS MACAQUE,865398,Whole Genome: Deep Coverage,SRR7827152,322980221
m00589,f,India,RHESUS MACAQUE,865399,Whole Genome: Deep Coverage,SRR7865782,297744188
m00589,f,India,RHESUS MACAQUE,865400,GBS,SRR7809818,3855075
m00590,f,India,RHESUS MACAQUE,865401,Whole Genome: Deep Coverage,SRR7827157,353315106
m00591,m,India,RHESUS MACAQUE,865402,Whole Genome: Deep Coverage,SRR7827156,295850207
m00592,f,India,RHESUS MACAQUE,865403,Whole Genome: Deep Coverage,SRR7865783,288215771
m00592,f,India,RHESUS MACAQUE,865404,GBS,SRR7810008,6179049
m00593,f,India,RHESUS MACAQUE,865405,GBS,SRR7810002,8299253
m00593,f,India,RHESUS MACAQUE,865406,Whole Genome: Deep Coverage,SRR7865780,311750003
m00594,m,India,RHESUS MACAQUE,865407,Whole Genome: Deep Coverage,SRR7827175,275125173
m00595,m,India,RHESUS MACAQUE,865408,Whole Genome: Deep Coverage,SRR7865781,289615562
m00595,m,India,RHESUS MACAQUE,865409,GBS,SRR7809960,6995495
m00596,m,India,RHESUS MACAQUE,865410,Whole Genome: Deep Coverage,SRR7827159,325740804
m00597,m,India,RHESUS MACAQUE,865411,Whole Genome: Deep Coverage,SRR7827158,285694420
m00598,m,India,RHESUS MACAQUE,865412,Whole Genome: Deep Coverage,SRR7865778,288595990
m00598,m,India,RHESUS MACAQUE,865413,GBS,SRR7809922,7009826
m00599,m,India,RHESUS MACAQUE,865414,Whole Genome: Deep Coverage,SRR7827161,308683798
m00600,m,India,RHESUS MACAQUE,865415,Whole Genome: Deep Coverage,SRR7827160,283290030
m00601,f,India,RHESUS MACAQUE,865416,Whole Genome: Deep Coverage,SRR7865779,311296965
m00601,f,India,RHESUS MACAQUE,865417,GBS,SRR7810013,6760830
m00602,f,India,RHESUS MACAQUE,865418,GBS,SRR7809803,5063831
m00602,f,India,RHESUS MACAQUE,865419,Whole Genome: Deep Coverage,SRR7865776,288540928
m00603,m,India,RHESUS MACAQUE,865420,Whole Genome: Deep Coverage,SRR7827163,319423594
m00604,m,India,RHESUS MACAQUE,865421,Whole Genome: Deep Coverage,SRR7827162,307427110
m00605,f,India,RHESUS MACAQUE,865422,Whole Genome: Deep Coverage,SRR7865777,297673715
m00605,f,India,RHESUS MACAQUE,865423,GBS,SRR7808691,5533571
m00606,m,India,RHESUS MACAQUE,865424,Whole Genome: Deep Coverage,SRR7827165,295599166
m00607,f,India,RHESUS MACAQUE,865425,Whole Genome: Deep Coverage,SRR7827164,305069661
m00608,m,India,RHESUS MACAQUE,865426,Whole Genome: Deep Coverage,SRR7827167,291214273
m00609,m,India,RHESUS MACAQUE,865427,Whole Genome: Deep Coverage,SRR7827166,289268450
m00610,m,India,RHESUS MACAQUE,865428,Whole Genome: Deep Coverage,SRR7827133,287716817
m00611,m,India,RHESUS MACAQUE,865429,Whole Genome: Deep Coverage,SRR7827134,281343994
m00612,f,India,RHESUS MACAQUE,865430,Whole Genome: Deep Coverage,SRR7865753,373671625
m00612,f,India,RHESUS MACAQUE,865431,GBS,SRR7809804,4821052
m00613,m,India,RHESUS MACAQUE,865432,Whole Genome: Deep Coverage,SRR7827135,283251367
m00614,f,India,RHESUS MACAQUE,865433,Whole Genome: Deep Coverage,SRR7865752,318124360
m00614,f,India,RHESUS MACAQUE,865434,GBS,SRR7809901,5545833
m00615,f,India,RHESUS MACAQUE,865435,GBS,SRR5795047,6909815
m00616,m,India,RHESUS MACAQUE,865436,GBS,SRR7809952,5820931
m00617,f,India,RHESUS MACAQUE,865437,GBS,SRR7809953,6323204
m00618,f,India,RHESUS MACAQUE,865438,GBS,SRR7809950,6101836
m00619,f,India,RHESUS MACAQUE,865439,GBS,SRR7809951,7064656
m00620,f,India,RHESUS MACAQUE,865440,GBS,SRR7809921,6532570
m00621,f,India,RHESUS MACAQUE,865441,GBS,SRR7809920,5370353
m00622,m,India,RHESUS MACAQUE,865442,GBS,SRR7809923,5907782
m00623,m,India,RHESUS MACAQUE,865443,GBS,SRR7809925,6034485
m00624,f,India,RHESUS MACAQUE,865444,GBS,SRR7808691,5062644
m00625,f,India,RHESUS MACAQUE,865445,GBS,SRR7809924,5440690
m00626,f,India,RHESUS MACAQUE,865446,GBS,SRR7809927,6980718
m00627,f,India,RHESUS MACAQUE,865447,GBS,SRR7809926,7052228
m00628,f,India,RHESUS MACAQUE,865448,GBS,SRR7809929,9594854
m00629,f,India,RHESUS MACAQUE,865449,GBS,SRR7809928,8136016
m00629,f,India,RHESUS MACAQUE,865450,Whole Genome: Deep Coverage,SRR7865694,297061849
m00630,f,India,RHESUS MACAQUE,865451,GBS,SRR7810021,6167823
m00631,f,India,RHESUS MACAQUE,865452,GBS,SRR7810022,6805895
m00632,f,India,RHESUS MACAQUE,865453,GBS,SRR7810007,5692857
m00633,m,India,RHESUS MACAQUE,865454,GBS,SRR7810009,5912097
m00634,f,India,RHESUS MACAQUE,865455,GBS,SRR7810010,5935601
m00635,f,India,RHESUS MACAQUE,865456,GBS,SRR7810011,7184142
m00636,f,India,RHESUS MACAQUE,865457,GBS,SRR7810012,5140640
m00637,f,India,RHESUS MACAQUE,865458,GBS,SRR7810014,5454317
m00638,m,India,RHESUS MACAQUE,865459,GBS,SRR7809981,6371023
m00638,m,India,RHESUS MACAQUE,865460,Whole Genome: Deep Coverage,SRR7865695,291472388
m00639,m,India,RHESUS MACAQUE,865461,GBS,SRR7809980,7120941
m00640,f,India,RHESUS MACAQUE,865462,GBS,SRR7809990,6793405
m00641,f,India,RHESUS MACAQUE,865463,GBS,SRR7809989,4596240
m00642,m,India,RHESUS MACAQUE,865464,GBS,SRR7809988,7032425
m00643,m,India,RHESUS MACAQUE,865465,GBS,SRR7809987,6882214
m00644,f,India,RHESUS MACAQUE,865466,GBS,SRR7809986,5870576
m00645,f,India,RHESUS MACAQUE,865467,GBS,SRR7809985,5820289
m00646,f,India,RHESUS MACAQUE,865468,GBS,SRR7808691,5384327
m00647,f,India,RHESUS MACAQUE,865469,GBS,SRR7809984,4987961
m00648,m,India,RHESUS MACAQUE,865470,GBS,SRR7809842,10007955
m00649,f,India,RHESUS MACAQUE,865471,GBS,SRR7808691,5140819
m00650,f,India,RHESUS MACAQUE,865472,GBS,SRR7809843,5322584
m00651,f,India,RHESUS MACAQUE,865473,GBS,SRR7809840,4538496
m00652,f,India,RHESUS MACAQUE,865474,GBS,SRR7809841,6519493
m00653,f,India,RHESUS MACAQUE,865475,GBS,SRR7809838,6069134
m00654,f,India,RHESUS MACAQUE,865476,GBS,SRR7809839,6845459
m00655,f,India,RHESUS MACAQUE,865477,GBS,SRR7809837,5926308
m00656,m,India,RHESUS MACAQUE,865478,GBS,SRR7809834,5242792
m00657,f,India,RHESUS MACAQUE,865479,GBS,SRR7809835,4990582
m00658,f,India,RHESUS MACAQUE,865480,GBS,SRR7809798,5719862
m00659,m,India,RHESUS MACAQUE,865481,GBS,SRR7809797,5704428
m00660,m,India,RHESUS MACAQUE,865482,GBS,SRR7809799,7632180
m00661,f,India,RHESUS MACAQUE,865483,GBS,SRR7809794,6100309
m00662,f,India,RHESUS MACAQUE,865484,GBS,SRR7809793,5386696
m00663,f,India,RHESUS MACAQUE,865485,GBS,SRR7809796,6176842
m00664,f,India,RHESUS MACAQUE,865486,GBS,SRR7809955,6592733
m00665,f,India,RHESUS MACAQUE,865487,GBS,SRR7809962,6712540
m00666,f,India,RHESUS MACAQUE,865488,GBS,SRR7809963,4774061
m00667,f,India,RHESUS MACAQUE,865489,GBS,SRR7809965,7549499
m00668,m,India,RHESUS MACAQUE,865490,GBS,SRR7809958,7092540
m00669,f,India,RHESUS MACAQUE,865491,GBS,SRR7809959,6052810
m00670,f,India,RHESUS MACAQUE,865492,GBS,SRR7809823,5080375
m00671,f,India,RHESUS MACAQUE,865493,GBS,SRR7810003,5747087
m00672,m,India,RHESUS MACAQUE,865494,GBS,SRR7808691,7351746
m00673,f,India,RHESUS MACAQUE,865495,GBS,SRR7809954,6238442
m00674,f,India,RHESUS MACAQUE,865496,GBS,SRR7809966,6329557
m00675,f,India,RHESUS MACAQUE,865497,GBS,SRR7810025,8036566
m00676,f,India,RHESUS MACAQUE,865498,GBS,SRR7809961,4056724
m00677,m,India,RHESUS MACAQUE,865499,GBS,SRR7809982,5589880
m00678,m,India,RHESUS MACAQUE,865500,GBS,SRR7809979,6096061
m00679,f,India,RHESUS MACAQUE,865501,GBS,SRR7808691,4909647
m00680,f,India,RHESUS MACAQUE,865502,GBS,SRR7809918,3967959
m00681,f,India,RHESUS MACAQUE,865503,GBS,SRR7809919,4883471
m00682,f,India,RHESUS MACAQUE,865504,GBS,SRR7809912,14233408
m00683,f,India,RHESUS MACAQUE,865505,GBS,SRR7809913,5157401
m00684,f,India,RHESUS MACAQUE,865506,GBS,SRR7809910,4328288
m00685,f,India,RHESUS MACAQUE,865507,GBS,SRR7809911,7381149
m00686,f,India,RHESUS MACAQUE,865508,GBS,SRR7809916,7926156
m00687,f,India,RHESUS MACAQUE,865509,GBS,SRR7809917,5566314
m00688,f,India,RHESUS MACAQUE,865510,GBS,SRR7809914,4848483
m00689,m,India,RHESUS MACAQUE,865511,GBS,SRR7809915,6096415
m00690,f,India,RHESUS MACAQUE,865512,GBS,SRR7809943,5452155
m00691,m,India,RHESUS MACAQUE,865513,GBS,SRR7809942,7807484
m00692,f,India,RHESUS MACAQUE,865514,GBS,SRR7809935,4860991
m00693,f,India,RHESUS MACAQUE,865515,GBS,SRR7809932,6564138
m00694,f,India,RHESUS MACAQUE,865516,GBS,SRR7809937,6384196
m00695,f,India,RHESUS MACAQUE,865517,GBS,SRR7809934,5104759
m00696,f,India,RHESUS MACAQUE,865518,GBS,SRR7809939,4393522
m00697,f,India,RHESUS MACAQUE,865519,GBS,SRR7809938,6573297
m00698,f,India,RHESUS MACAQUE,865520,GBS,SRR7809941,8717390
m00699,m,India,RHESUS MACAQUE,865521,GBS,SRR7809940,7592425
m00700,f,India,RHESUS MACAQUE,865522,GBS,SRR8754187,12643112
m00701,m,India,RHESUS MACAQUE,865523,GBS,SRR7809862,6918923
m00702,f,India,RHESUS MACAQUE,865524,GBS,SRR7809863,6347424
m00703,f,India,RHESUS MACAQUE,865525,GBS,SRR7809864,3960479
m00704,f,India,RHESUS MACAQUE,865526,GBS,SRR7809865,6889110
m00705,f,India,RHESUS MACAQUE,865527,GBS,SRR7809866,11277966
m00706,m,India,RHESUS MACAQUE,865528,GBS,SRR7809867,5186238
m00707,m,India,RHESUS MACAQUE,865529,GBS,SRR7809868,6717079
m00708,m,India,RHESUS MACAQUE,865530,GBS,SRR7808691,6571004
m00709,f,India,RHESUS MACAQUE,865531,GBS,SRR7809869,6228021
m00710,f,India,RHESUS MACAQUE,865532,GBS,SRR7809870,6248259
m00711,f,India,RHESUS MACAQUE,865533,GBS,SRR7809871,5988371
m00712,m,India,RHESUS MACAQUE,865534,GBS,SRR7809886,6012241
m00713,f,India,RHESUS MACAQUE,865535,GBS,SRR7809885,5928283
m00714,m,India,RHESUS MACAQUE,865536,GBS,SRR7809895,4357169
m00715,m,India,RHESUS MACAQUE,865537,GBS,SRR7809894,8036718
m00716,f,India,RHESUS MACAQUE,865538,GBS,SRR7809893,5395939
m00717,f,India,RHESUS MACAQUE,865539,GBS,SRR7809892,6407152
m00718,f,India,RHESUS MACAQUE,865540,GBS,SRR7809891,6409518
m00719,f,India,RHESUS MACAQUE,865541,GBS,SRR7809890,4619443
m00720,f,India,RHESUS MACAQUE,865542,GBS,SRR7809889,7721311
m00721,f,India,RHESUS MACAQUE,865543,GBS,SRR7809888,4912366
m00722,f,India,RHESUS MACAQUE,865544,GBS,SRR7810023,9904826
m00723,f,India,RHESUS MACAQUE,865545,GBS,SRR7810024,8018988
m00724,f,India,RHESUS MACAQUE,865546,GBS,SRR7810032,6280292
m00725,f,India,RHESUS MACAQUE,865547,GBS,SRR7810033,4758850
m00726,f,India,RHESUS MACAQUE,865548,GBS,SRR7810030,5180417
m00727,f,India,RHESUS MACAQUE,865549,GBS,SRR7810031,4878678
m00728,f,India,RHESUS MACAQUE,865550,GBS,SRR7810028,4869062
m00729,f,India,RHESUS MACAQUE,865551,GBS,SRR7810029,5367612
m00730,f,India,RHESUS MACAQUE,865552,GBS,SRR7810026,6469718
m00731,f,,RHESUS MACAQUE,865553,GBS,SRR7810027,4278435
m00732,f,India,RHESUS MACAQUE,865554,GBS,SRR7809822,5062815
m00733,m,India,RHESUS MACAQUE,865555,GBS,SRR7809821,7190655
m00735,f,India,RHESUS MACAQUE,865556,GBS,SRR7809829,8036415
m00736,f,India,RHESUS MACAQUE,865557,GBS,SRR7809828,5570036
m00737,f,India,RHESUS MACAQUE,865558,GBS,SRR7808691,6465962
m00738,m,India,RHESUS MACAQUE,865559,GBS,SRR7809831,5062495
m00739,f,India,RHESUS MACAQUE,865560,GBS,SRR7809830,9704972
m00740,f,India,RHESUS MACAQUE,865561,GBS,SRR7809825,7653370
m00741,f,India,RHESUS MACAQUE,865562,GBS,SRR7808691,6105268
m00742,f,India,RHESUS MACAQUE,865563,GBS,SRR7809824,8932782
m00743,f,India,RHESUS MACAQUE,865564,GBS,SRR7809827,5129382
m00744,f,India,RHESUS MACAQUE,865565,GBS,SRR7809826,12317972
m00745,f,India,RHESUS MACAQUE,865566,GBS,SRR7809977,9090774
m00746,f,India,RHESUS MACAQUE,865567,GBS,SRR7809978,4635160
m00747,f,India,RHESUS MACAQUE,865568,GBS,SRR7809973,4129667
m00748,f,India,RHESUS MACAQUE,865569,GBS,SRR7809974,5299178
m00749,f,India,RHESUS MACAQUE,865570,GBS,SRR7809975,5559697
m00750,f,India,RHESUS MACAQUE,865571,GBS,SRR7808691,4490691
m00751,f,India,RHESUS MACAQUE,865572,GBS,SRR7809976,4270484
m00752,f,India,RHESUS MACAQUE,865573,GBS,SRR7809969,6785641
m00753,f,India,RHESUS MACAQUE,865574,GBS,SRR7809970,11773658
m00754,m,India,RHESUS MACAQUE,865575,GBS,SRR7809971,5824820
m00755,f,India,RHESUS MACAQUE,865576,GBS,SRR7809972,13556433
m00756,f,India,RHESUS MACAQUE,865577,GBS,SRR7809883,5616836
